claim_file,display_order,measure,measure_id_w_display_order,measure_name,Measure_Type,claim_category,Active_Ind,decimal_places,Display_Type,measure_id,measure_cat,measure_major,measure_minor,z_display_order,display_suffix,z_display_order_suffix,decimal_places_int
LT,44,MIS23.44,MIS-23-044-44,% missing: TOT-MEDICARE-DEDUCTIBLE-AMT (CLT00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS23_44,MIS,23,44,044,,044,3
LT,45,MIS23.45,MIS-23-045-45,% missing: TOT-OTHER-INSURANCE-AMT (CLT00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS23_45,MIS,23,45,045,,045,3
LT,46,MIS23.46,MIS-23-046-46,% missing: TOT-TPL-AMT (CLT00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS23_46,MIS,23,46,046,,046,3
LT,47,MIS23.47,MIS-23-047-47,% missing: TYPE-OF-BILL (CLT00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS23_47,MIS,23,47,047,,047,3
LT,2,MIS24.2,MIS-24-002-2,% missing: ALLOWED-AMT (CLT00003),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS24_2,MIS,24,2,002,,002,3
LT,3,MIS24.3,MIS-24-003-3,% missing: BEGINNING-DATE-OF-SERVICE (CLT00003),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS24_3,MIS,24,3,003,,003,3
LT,4,MIS24.4,MIS-24-004-4,% missing: ENDING-DATE-OF-SERVICE (CLT00003),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS24_4,MIS,24,4,004,,004,3
LT,5,MIS24.5,MIS-24-005-5,% missing: ICN-ADJ (CLT00003),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS24_5,MIS,24,5,005,,005,3
LT,6,MIS24.6,MIS-24-006-6,% missing: ICN-ORIG (CLT00003),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS24_6,MIS,24,6,006,,006,3
LT,7,MIS24.7,MIS-24-007-7,% missing: LINE-NUM-ADJ (CLT00003),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS24_7,MIS,24,7,007,,007,3
LT,8,MIS24.8,MIS-24-008-8,% missing: LINE-NUM-ORIG (CLT00003),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS24_8,MIS,24,8,008,,008,3
LT,9,MIS24.9,MIS-24-009-9,% missing: MEDICAID-FFS-EQUIVALENT-AMT (CLT00003),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS24_9,MIS,24,9,009,,009,3
LT,10,MIS24.10,MIS-24-001-10,% missing: MEDICAID-PAID-AMT (CLT00003),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS24_10,MIS,24,10,010,,010,3
LT,11,MIS24.11,MIS-24-011-11,% missing: PROV-FACILITY-TYPE (CLT00003),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS24_11,MIS,24,11,011,,011,3
LT,12,MIS24.12,MIS-24-012-12,% missing: REVENUE-CHARGE (CLT00003),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS24_12,MIS,24,12,012,,012,3
LT,13,MIS24.13,MIS-24-013-13,% missing: REVENUE-CODE (CLT00003),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS24_13,MIS,24,13,013,,013,3
LT,14,MIS24.14,MIS-24-014-14,% missing: SERVICING-PROV-NPI-NUM (CLT00003),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS24_14,MIS,24,14,014,,014,3
LT,15,MIS24.15,MIS-24-015-15,% missing: SERVICING-PROV-NUM (CLT00003),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS24_15,MIS,24,15,015,,015,3
LT,16,MIS24.16,MIS-24-016-16,% missing: SERVICING-PROV-SPECIALTY (CLT00003),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS24_16,MIS,24,16,016,,016,3
LT,17,MIS24.17,MIS-24-017-17,% missing: SERVICING-PROV-TYPE (CLT00003),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS24_17,MIS,24,17,017,,017,3
LT,18,MIS24.18,MIS-24-018-18,% missing: TYPE-OF-SERVICE (CLT00003),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS24_18,MIS,24,18,018,,018,3
OT,1,MIS25.1,MIS-25-001-1,% missing: BEGINNING-DATE-OF-SERVICE (COT00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS25_1,MIS,25,1,001,,001,3
OT,2,MIS25.2,MIS-25-002-2,% missing: BENEFICIARY-COINSURANCE-AMOUNT (COT00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS25_2,MIS,25,2,002,,002,3
OT,3,MIS25.3,MIS-25-003-3,% missing: BENEFICIARY-COPAYMENT-AMOUNT (COT00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS25_3,MIS,25,3,003,,003,3
OT,4,MIS25.4,MIS-25-004-4,% missing: BENEFICIARY-DEDUCTIBLE-AMOUNT (COT00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS25_4,MIS,25,4,004,,004,3
OT,5,MIS25.5,MIS-25-005-5,% missing: BILLING-PROV-NPI-NUM (COT00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS25_5,MIS,25,5,005,,005,3
OT,6,MIS25.6,MIS-25-006-6,% missing: BILLING-PROV-TAXONOMY (COT00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS25_6,MIS,25,6,006,,006,3
OT,7,MIS25.7,MIS-25-007-7,% missing: BILLING-PROV-NUM (COT00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS25_7,MIS,25,7,007,,007,3
OT,8,MIS25.8,MIS-25-008-8,% missing: BILLING-PROV-TYPE (COT00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS25_8,MIS,25,8,008,,008,3
OT,9,MIS25.9,MIS-25-009-9,% missing: CLAIM-LINE-COUNT (COT00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS25_9,MIS,25,9,009,,009,3
OT,10,MIS25.10,MIS-25-001-10,% missing: CROSSOVER-INDICATOR (COT00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS25_10,MIS,25,10,010,,010,3
OT,11,MIS25.11,MIS-25-011-11,% missing: DIAGNOSIS-CODE-1 (COT00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS25_11,MIS,25,11,011,,011,3
OT,12,MIS25.12,MIS-25-012-12,% missing: DIAGNOSIS-CODE-2 (COT00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS25_12,MIS,25,12,012,,012,3
OT,13,MIS25.13,MIS-25-013-13,% missing: DIAGNOSIS-CODE-FLAG-1 (COT00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS25_13,MIS,25,13,013,,013,3
OT,14,MIS25.14,MIS-25-014-14,% missing: DIAGNOSIS-CODE-FLAG-2 (COT00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS25_14,MIS,25,14,014,,014,3
OT,15,MIS25.15,MIS-25-015-15,% missing: DIAGNOSIS-POA-FLAG-1 (COT00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS25_15,MIS,25,15,015,,015,3
OT,16,MIS25.16,MIS-25-016-16,% missing: ENDING-DATE-OF-SERVICE (COT00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS25_16,MIS,25,16,016,,016,3
OT,17,MIS25.17,MIS-25-017-17,% missing: FIXED-PAYMENT-IND (COT00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS25_17,MIS,25,17,017,,017,3
OT,18,MIS25.18,MIS-25-018-18,% missing: HEALTH-HOME-PROV-IND (COT00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS25_18,MIS,25,18,018,,018,3
OT,19,MIS25.19,MIS-25-019-19,% missing: ICN-ADJ (COT00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS25_19,MIS,25,19,019,,019,3
OT,20,MIS25.20,MIS-25-002-20,% missing: MEDICAID-PAID-DATE (COT00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS25_20,MIS,25,20,020,,020,3
OT,21,MIS25.21,MIS-25-021-21,% missing: ICN-ORIG (COT00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS25_21,MIS,25,21,021,,021,3
OT,22,MIS25.22,MIS-25-022-22,% missing: MSIS-IDENTIFICATION-NUM (COT00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS25_22,MIS,25,22,022,,022,3
OT,23,MIS25.23,MIS-25-023-23,% missing: OTHER-INSURANCE-IND (COT00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS25_23,MIS,25,23,023,,023,3
OT,24,MIS25.24,MIS-25-024-24,% missing: PAYMENT-LEVEL-IND (COT00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS25_24,MIS,25,24,024,,024,3
OT,25,MIS25.25,MIS-25-025-25,% missing: OTHER-TPL-COLLECTION (COT00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS25_25,MIS,25,25,025,,025,3
OT,26,MIS25.26,MIS-25-026-26,% missing: PLACE-OF-SERVICE (COT00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS25_26,MIS,25,26,026,,026,3
OT,27,MIS25.27,MIS-25-027-27,% missing: PLAN-ID-NUMBER (COT00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS25_27,MIS,25,27,027,,027,3
OT,28,MIS25.28,MIS-25-028-28,% missing: TOT-BILLED-AMT (COT00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS25_28,MIS,25,28,028,,028,3
OT,29,MIS25.29,MIS-25-029-29,% missing: TOT-ALLOWED-AMT (COT00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS25_29,MIS,25,29,029,,029,3
OT,30,MIS25.30,MIS-25-003-30,% missing: REFERRING-PROV-NPI-NUM (COT00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS25_30,MIS,25,30,030,,030,3
OT,31,MIS25.31,MIS-25-031-31,% missing: REFERRING-PROV-NUM (COT00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS25_31,MIS,25,31,031,,031,3
OT,32,MIS25.32,MIS-25-032-32,% missing: PROGRAM-TYPE (COT00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS25_32,MIS,25,32,032,,032,3
OT,33,MIS25.33,MIS-25-033-33,% missing: TOT-MEDICAID-PAID-AMT (COT00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS25_33,MIS,25,33,033,,033,3
OT,34,MIS25.34,MIS-25-034-34,% missing: TOT-MEDICARE-COINS-AMT (COT00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS25_34,MIS,25,34,034,,034,3
OT,35,MIS25.35,MIS-25-035-35,% missing: TOT-MEDICARE-DEDUCTIBLE-AMT (COT00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS25_35,MIS,25,35,035,,035,3
OT,36,MIS25.36,MIS-25-036-36,% missing: TOT-OTHER-INSURANCE-AMT (COT00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS25_36,MIS,25,36,036,,036,3
OT,37,MIS25.37,MIS-25-037-37,% missing: TOT-TPL-AMT (COT00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS25_37,MIS,25,37,037,,037,3
OT,38,MIS25.38,MIS-25-038-38,% missing: TYPE-OF-BILL (COT00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS25_38,MIS,25,38,038,,038,3
OT,2,MIS26.2,MIS-26-002-2,% missing: ALLOWED-AMT (COT00003),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS26_2,MIS,26,2,002,,002,3
OT,3,MIS26.3,MIS-26-003-3,% missing: BEGINNING-DATE-OF-SERVICE (COT00003),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS26_3,MIS,26,3,003,,003,3
OT,4,MIS26.4,MIS-26-004-4,% missing: BENEFIT-TYPE (COT00003),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS26_4,MIS,26,4,004,,004,3
OT,5,MIS26.5,MIS-26-005-5,% missing: BILLED-AMT (COT00003),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS26_5,MIS,26,5,005,,005,3
OT,6,MIS26.6,MIS-26-006-6,% missing: COPAY-AMT (COT00003),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS26_6,MIS,26,6,006,,006,3
OT,7,MIS26.7,MIS-26-007-7,% missing: ENDING-DATE-OF-SERVICE (COT00003),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS26_7,MIS,26,7,007,,007,3
OT,8,MIS26.8,MIS-26-008-8,% missing: HCBS-SERVICE-CODE (COT00003),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS26_8,MIS,26,8,008,,008,3
OT,9,MIS26.9,MIS-26-009-9,% missing: HCBS-TAXONOMY (COT00003),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS26_9,MIS,26,9,009,,009,3
OT,11,MIS26.11,MIS-26-011-11,% missing: ICN-ADJ (COT00003),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS26_11,MIS,26,11,011,,011,3
OT,12,MIS26.12,MIS-26-012-12,% missing: ICN-ORIG (COT00003),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS26_12,MIS,26,12,012,,012,3
OT,13,MIS26.13,MIS-26-013-13,% missing: LINE-NUM-ADJ (COT00003),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS26_13,MIS,26,13,013,,013,3
OT,14,MIS26.14,MIS-26-014-14,% missing: LINE-NUM-ORIG (COT00003),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS26_14,MIS,26,14,014,,014,3
OT,15,MIS26.15,MIS-26-015-15,% missing: MEDICAID-FFS-EQUIVALENT-AMT (COT00003),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS26_15,MIS,26,15,015,,015,3
OT,16,MIS26.16,MIS-26-016-16,% missing: MEDICAID-PAID-AMT (COT00003),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS26_16,MIS,26,16,016,,016,3
OT,17,MIS26.17,MIS-26-017-17,% missing: MEDICARE-PAID-AMT (COT00003),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS26_17,MIS,26,17,017,,017,3
OT,18,MIS26.18,MIS-26-018-18,% missing: MSIS-IDENTIFICATION-NUM (COT00003),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS26_18,MIS,26,18,018,,018,3
OT,19,MIS26.19,MIS-26-019-19,% missing: OTHER-INSURANCE-AMT (COT00003),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS26_19,MIS,26,19,019,,019,3
OT,20,MIS26.20,MIS-26-002-20,% missing: OT-RX-CLAIM-QUANTITY-ACTUAL (COT00003),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS26_20,MIS,26,20,020,,020,3
OT,21,MIS26.21,MIS-26-021-21,% missing: PROCEDURE-CODE (COT00003),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS26_21,MIS,26,21,021,,021,3
OT,22,MIS26.22,MIS-26-022-22,% missing: PROCEDURE-CODE-FLAG (COT00003),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS26_22,MIS,26,22,022,,022,3
OT,23,MIS26.23,MIS-26-023-23,% missing: PROCEDURE-CODE-MOD-1 (COT00003),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS26_23,MIS,26,23,023,,023,3
OT,24,MIS26.24,MIS-26-024-24,% missing: PROCEDURE-CODE-MOD-2 (COT00003),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS26_24,MIS,26,24,024,,024,3
OT,25,MIS26.25,MIS-26-025-25,% missing: REVENUE-CODE (COT00003),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS26_25,MIS,26,25,025,,025,3
OT,26,MIS26.26,MIS-26-026-26,% missing: SERVICING-PROV-NPI-NUM (COT00003),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS26_26,MIS,26,26,026,,026,3
OT,27,MIS26.27,MIS-26-027-27,% missing: SERVICING-PROV-NUM (COT00003),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS26_27,MIS,26,27,027,,027,3
OT,28,MIS26.28,MIS-26-028-28,% missing: SERVICING-PROV-SPECIALTY (COT00003),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS26_28,MIS,26,28,028,,028,3
OT,29,MIS26.29,MIS-26-029-29,% missing: SERVICING-PROV-TYPE (COT00003),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS26_29,MIS,26,29,029,,029,3
OT,30,MIS26.30,MIS-26-003-30,% missing: TPL-AMT (COT00003),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS26_30,MIS,26,30,030,,030,3
OT,31,MIS26.31,MIS-26-031-31,% missing: TYPE-OF-SERVICE (COT00003),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS26_31,MIS,26,31,031,,031,3
RX,1,MIS27.1,MIS-27-001-1,% missing: BENEFICIARY-COINSURANCE-AMOUNT (CRX00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS27_1,MIS,27,1,001,,001,3
RX,2,MIS27.2,MIS-27-002-2,% missing: BENEFICIARY-COPAYMENT-AMOUNT (CRX00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS27_2,MIS,27,2,002,,002,3
RX,3,MIS27.3,MIS-27-003-3,% missing: BENEFICIARY-DEDUCTIBLE-AMOUNT (CRX00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS27_3,MIS,27,3,003,,003,3
RX,4,MIS27.4,MIS-27-004-4,% missing: BILLING-PROV-NPI-NUM (CRX00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS27_4,MIS,27,4,004,,004,3
RX,5,MIS27.5,MIS-27-005-5,% missing: BILLING-PROV-NUM (CRX00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS27_5,MIS,27,5,005,,005,3
RX,6,MIS27.6,MIS-27-006-6,% missing: CLAIM-LINE-COUNT (CRX00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS27_6,MIS,27,6,006,,006,3
RX,7,MIS27.7,MIS-27-007-7,% missing: COMPOUND-DRUG-IND (CRX00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS27_7,MIS,27,7,007,,007,3
RX,8,MIS27.8,MIS-27-008-8,% missing: CROSSOVER-INDICATOR (CRX00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS27_8,MIS,27,8,008,,008,3
RX,9,MIS27.9,MIS-27-009-9,% missing: DATE-PRESCRIBED (CRX00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS27_9,MIS,27,9,009,,009,3
RX,10,MIS27.10,MIS-27-001-10,% missing: DISPENSING-PRESCRIPTION-DRUG-PROV-NUM (CRX00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS27_10,MIS,27,10,010,,010,3
RX,11,MIS27.11,MIS-27-011-11,% missing: DISPENSING-PRESCRIPTION-DRUG-PROV-NPI (CRX00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS27_11,MIS,27,11,011,,011,3
RX,12,MIS27.12,MIS-27-012-12,% missing: FIXED-PAYMENT-IND (CRX00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS27_12,MIS,27,12,012,,012,3
RX,13,MIS27.13,MIS-27-013-13,% missing: ICN-ADJ (CRX00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS27_13,MIS,27,13,013,,013,3
RX,14,MIS27.14,MIS-27-014-14,% missing: MEDICAID-PAID-DATE (CRX00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS27_14,MIS,27,14,014,,014,3
RX,15,MIS27.15,MIS-27-015-15,% missing: ICN-ORIG (CRX00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS27_15,MIS,27,15,015,,015,3
RX,16,MIS27.16,MIS-27-016-16,% missing: MSIS-IDENTIFICATION-NUM (CRX00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS27_16,MIS,27,16,016,,016,3
RX,17,MIS27.17,MIS-27-017-17,% missing: OTHER-INSURANCE-IND (CRX00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS27_17,MIS,27,17,017,,017,3
RX,18,MIS27.18,MIS-27-018-18,% missing: OTHER-TPL-COLLECTION (CRX00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS27_18,MIS,27,18,018,,018,3
RX,19,MIS27.19,MIS-27-019-19,% missing: PAYMENT-LEVEL-IND (CRX00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS27_19,MIS,27,19,019,,019,3
RX,20,MIS27.20,MIS-27-002-20,% missing: PLAN-ID-NUMBER (CRX00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS27_20,MIS,27,20,020,,020,3
RX,21,MIS27.21,MIS-27-021-21,% missing: PRESCRIBING-PROV-NPI-NUM (CRX00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS27_21,MIS,27,21,021,,021,3
RX,22,MIS27.22,MIS-27-022-22,% missing: PRESCRIBING-PROV-NUM (CRX00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS27_22,MIS,27,22,022,,022,3
RX,23,MIS27.23,MIS-27-023-23,% missing: PRESCRIPTION-FILL-DATE (CRX00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS27_23,MIS,27,23,023,,023,3
RX,24,MIS27.24,MIS-27-024-24,% missing: PROGRAM-TYPE (CRX00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS27_24,MIS,27,24,024,,024,3
RX,25,MIS27.25,MIS-27-025-25,% missing: TOT-ALLOWED-AMT (CRX00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS27_25,MIS,27,25,025,,025,3
RX,26,MIS27.26,MIS-27-026-26,% missing: TOT-BILLED-AMT (CRX00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS27_26,MIS,27,26,026,,026,3
RX,28,MIS27.28,MIS-27-028-28,% missing: TOT-MEDICAID-PAID-AMT (CRX00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS27_28,MIS,27,28,028,,028,3
RX,29,MIS27.29,MIS-27-029-29,% missing: TOT-MEDICARE-COINS-AMT (CRX00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS27_29,MIS,27,29,029,,029,3
RX,30,MIS27.30,MIS-27-003-30,% missing: TOT-MEDICARE-DEDUCTIBLE-AMT (CRX00002),Claims Percentage,"Medicaid and S-CHIP FFS: Original and Replacement, Paid Claims",Y,3,Default,MIS27_30,MIS,27,30,030,,030,3
