DE_NO,DATA_ELEMENT_NAME,SIZE,START POSITION,STOP POSITION,FILE NAME,FILE SEGMENT (with RECORD-ID)
COT168,REVENUE-CODE,X(4),183,186,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT169,PROCEDURE-CODE,X(8),187,194,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT170,PROCEDURE-CODE-DATE,9(8),195,202,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT171,PROCEDURE-CODE-FLAG,X(2),203,204,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT172,PROCEDURE-CODE-MOD-1,X(2),205,206,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT173,IMMUNIZATION-TYPE,X(2),207,208,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT174,BILLED-AMT,S9(11)V99,209,221,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT175,ALLOWED-AMT,S9(11)V99,222,234,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT176,COPAY-AMT,S9(11)V99,235,247,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT177,TPL-AMT,S9(11)V99,248,260,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT178,MEDICAID-PAID-AMT,S9(11)V99,261,273,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT179,MEDICAID-FFS-EQUIVALENT-AMT,S9(11)V99,274,286,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT182,MEDICARE-PAID-AMT,S9(11)V99,287,299,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT183,OT-RX-CLAIM-QUANTITY-ACTUAL,S9(6)V999,300,308,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT184,OT-RX-CLAIM-QUANTITY-ALLOWED,S9(6)V999,309,317,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT186,TYPE-OF-SERVICE,X(3),318,320,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT187,HCBS-SERVICE-CODE,X(1),321,321,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT188,HCBS-TAXONOMY,X(5),322,326,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT189,SERVICING-PROV-NUM,X(30),327,356,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT190,SERVICING-PROV-NPI-NUM,X(10),357,366,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT191,SERVICING-PROV-TAXONOMY,X(12),367,378,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT192,SERVICING-PROV-TYPE,X(2),379,380,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT193,SERVICING-PROV-SPECIALTY,X(2),381,382,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT194,OTHER-TPL-COLLECTION,X(3),383,385,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT195,TOOTH-DESIGNATION-SYSTEM,X(2),386,387,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT196,TOOTH-NUM,X(2),388,389,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT197,TOOTH-QUAD-CODE,X(2),390,391,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT198,TOOTH-SURFACE-CODE,X(1),392,392,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT199,ORIGINATION-ADDR-LN1,X(60),393,452,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT200,ORIGINATION-ADDR-LN2,X(60),453,512,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT201,ORIGINATION-CITY,X(28),513,540,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT202,ORIGINATION-STATE,X(2),541,542,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT203,ORIGINATION-ZIP-CODE,X(9),543,551,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT204,DESTINATION-ADDR-LN1,X(60),552,611,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT205,DESTINATION-ADDR-LN2,X(60),612,671,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT206,DESTINATION-CITY,X(28),672,699,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT207,DESTINATION-STATE,X(2),700,701,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT208,DESTINATION-ZIP-CODE,X(9),702,710,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT209,BENEFIT-TYPE,X(3),711,713,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT210,CMS-64-CATEGORY-FOR-FEDERAL-REIMBURSEMENT,X(2),714,715,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT211,XIX-MBESCBES-CATEGORY-OF-SERVICE,X(4),716,719,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT212,XXI-MBESCBES-CATEGORY-OF-SERVICE,X(3),720,722,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT213,OTHER-INSURANCE-AMT,S9(11)V99,723,735,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT214,STATE-NOTATION,X(500),736,1235,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT217,NATIONAL-DRUG-CODE,X(12),1236,1247,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT227,PROCEDURE-CODE-MOD-2,X(2),1248,1249,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT218,PROCEDURE-CODE-MOD-3,X(2),1250,1251,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT219,PROCEDURE-CODE-MOD-4,X(2),1252,1253,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT220,HCPCS-RATE,X(14),1254,1267,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT221,ADJUDICATION-DATE,9(8),1268,1275,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT222,SELF-DIRECTION-TYPE,X(3),1276,1278,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT223,PRE-AUTHORIZATION-NUM,X(18),1279,1296,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT224,NDC-UNIT-OF-MEASURE,X(2),1297,1298,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT225,NDC-QUANTITY,S9(6)V999,1299,1307,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT215,FILLER,X(443),1308,1750,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
CRX001,RECORD-ID,X(8),1,8,CLAIMRX,FILE-HEADER-RECORD-RX-CRX00001
CRX002,DATA-DICTIONARY-VERSION,X(10),9,18,CLAIMRX,FILE-HEADER-RECORD-RX-CRX00001
CRX003,SUBMISSION-TRANSACTION-TYPE,X(1),19,19,CLAIMRX,FILE-HEADER-RECORD-RX-CRX00001
CRX004,FILE-ENCODING-SPECIFICATION,X(3),20,22,CLAIMRX,FILE-HEADER-RECORD-RX-CRX00001
CRX005,DATA-MAPPING-DOCUMENT-VERSION,X(9),23,31,CLAIMRX,FILE-HEADER-RECORD-RX-CRX00001
CRX006,FILE-NAME,X(8),32,39,CLAIMRX,FILE-HEADER-RECORD-RX-CRX00001
CRX007,SUBMITTING-STATE,X(2),40,41,CLAIMRX,FILE-HEADER-RECORD-RX-CRX00001
CRX008,DATE-FILE-CREATED,9(8),42,49,CLAIMRX,FILE-HEADER-RECORD-RX-CRX00001
CRX009,START-OF-TIME-PERIOD,9(8),50,57,CLAIMRX,FILE-HEADER-RECORD-RX-CRX00001
CRX010,END-OF-TIME-PERIOD,9(8),58,65,CLAIMRX,FILE-HEADER-RECORD-RX-CRX00001
CRX011,FILE-STATUS-INDICATOR,X(1),66,66,CLAIMRX,FILE-HEADER-RECORD-RX-CRX00001
CRX012,SSN-INDICATOR,X(1),67,67,CLAIMRX,FILE-HEADER-RECORD-RX-CRX00001
CRX013,TOT-REC-CNT,9(11),68,78,CLAIMRX,FILE-HEADER-RECORD-RX-CRX00001
CRX155,SEQUENCE-NUMBER,X(4),79,82,CLAIMRX,FILE-HEADER-RECORD-RX-CRX00001
CRX014,STATE-NOTATION,X(500),83,582,CLAIMRX,FILE-HEADER-RECORD-RX-CRX00001
CRX015,FILLER,X(868),583,1450,CLAIMRX,FILE-HEADER-RECORD-RX-CRX00001
CRX016,RECORD-ID,X(8),1,8,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX017,SUBMITTING-STATE,X(2),9,10,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX018,RECORD-NUMBER,9(11),11,21,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX019,ICN-ORIG,X(50),22,71,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX020,ICN-ADJ,X(50),72,121,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX021,SUBMITTER-ID,X(12),122,133,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX022,MSIS-IDENTIFICATION-NUM,X(20),134,153,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX023,CROSSOVER-INDICATOR,X(1),154,154,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX024,1115A-DEMONSTRATION-IND,X(1),155,155,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX025,ADJUSTMENT-IND,X(1),156,156,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX026,ADJUSTMENT-REASON-CODE,X(3),157,159,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX027,ADJUDICATION-DATE,9(8),160,167,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX028,MEDICAID-PAID-DATE,9(8),168,175,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX029,TYPE-OF-CLAIM,X(1),176,176,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX030,CLAIM-STATUS,X(3),177,179,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX031,CLAIM-STATUS-CATEGORY,X(3),180,182,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX032,SOURCE-LOCATION,X(2),183,184,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX033,CHECK-NUM,X(15),185,199,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX034,CHECK-EFF-DATE,9(8),200,207,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX035,CLAIM-PYMT-REM-CODE-1,X(5),208,212,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX036,CLAIM-PYMT-REM-CODE-2,X(5),213,217,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX037,CLAIM-PYMT-REM-CODE-3,X(5),218,222,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX038,CLAIM-PYMT-REM-CODE-4,X(5),223,227,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX039,TOT-BILLED-AMT,S9(11)V99,228,240,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX040,TOT-ALLOWED-AMT,S9(11)V99,241,253,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX041,TOT-MEDICAID-PAID-AMT,S9(11)V99,254,266,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX042,TOT-COPAY-AMT,S9(11)V99,267,279,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX043,TOT-MEDICARE-DEDUCTIBLE-AMT,S9(11)V99,280,292,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX044,TOT-MEDICARE-COINS-AMT,S9(11)V99,293,305,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX045,TOT-TPL-AMT,S9(11)V99,306,318,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX047,TOT-OTHER-INSURANCE-AMT,S9(11)V99,319,331,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX048,OTHER-INSURANCE-IND,X(1),332,332,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX049,OTHER-TPL-COLLECTION,X(3),333,335,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX050,SERVICE-TRACKING-TYPE,X(2),336,337,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX051,SERVICE-TRACKING-PAYMENT-AMT,S9(11)V99,338,350,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX052,FIXED-PAYMENT-IND,X(1),351,351,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX053,FUNDING-CODE,X(2),352,353,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX054,FUNDING-SOURCE-NONFEDERAL-SHARE,X(2),354,355,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX055,PROGRAM-TYPE,X(2),356,357,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX056,PLAN-ID-NUMBER,X(12),358,369,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX057,NATIONAL-HEALTH-CARE-ENTITY-ID,X(10),370,379,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX058,PAYMENT-LEVEL-IND,X(1),380,380,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX059,MEDICARE-REIM-TYPE,X(2),381,382,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX060,CLAIM-LINE-COUNT,9(4),383,386,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX061,FORCED-CLAIM-IND,X(1),387,387,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX062,PATIENT-CONTROL-NUM,X(20),388,407,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX063,ELIGIBLE-LAST-NAME,X(30),408,437,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX064,ELIGIBLE-FIRST-NAME,X(30),438,467,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX065,ELIGIBLE-MIDDLE-INIT,X(1),468,468,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX066,DATE-OF-BIRTH,9(8),469,476,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX067,HEALTH-HOME-PROV-IND,X(1),477,477,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX068,WAIVER-TYPE,X(2),478,479,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX069,WAIVER-ID,X(20),480,499,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX070,BILLING-PROV-NUM,X(30),500,529,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX071,BILLING-PROV-NPI-NUM,X(10),530,539,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX072,BILLING-PROV-TAXONOMY,X(12),540,551,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX073,BILLING-PROV-SPECIALTY,X(2),552,553,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX074,PRESCRIBING-PROV-NUM,X(30),554,583,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX075,PRESCRIBING-PROV-NPI-NUM,X(10),584,593,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX076,PRESCRIBING-PROV-TAXONOMY,X(12),594,605,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX077,PRESCRIBING-PROV-TYPE,X(2),606,607,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX078,PRESCRIBING-PROV-SPECIALTY,X(2),608,609,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX079,MEDICARE-HIC-NUM,X(12),610,621,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX081,REMITTANCE-NUM,X(30),622,651,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX082,BORDER-STATE-IND,X(1),652,652,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX084,DATE-PRESCRIBED,9(8),653,660,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX085,PRESCRIPTION-FILL-DATE,9(8),661,668,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX086,COMPOUND-DRUG-IND,X(1),669,669,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX087,BENEFICIARY-COINSURANCE-AMOUNT,S9(11)V99,670,682,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX089,BENEFICIARY-COPAYMENT-AMOUNT,S9(11)V99,683,695,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX090,BENEFICIARY-COPAYMENT-DATE-PAID,9(8),696,703,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX088,BENEFICIARY-COINSURANCE-DATE-PAID,9(8),704,711,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX092,BENEFICIARY-DEDUCTIBLE-AMOUNT,S9(11)V99,712,724,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX093,BENEFICIARY-DEDUCTIBLE-DATE-PAID,9(8),725,732,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX094,CLAIM-DENIED-INDICATOR,X(1),733,733,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX095,COPAY-WAIVED-IND,X(1),734,734,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX096,HEALTH-HOME-ENTITY-NAME,X(50),735,784,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX098,THIRD-PARTY-COINSURANCE-AMOUNT-PAID,S9(11)V99,785,797,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX099,THIRD-PARTY-COINSURANCE-DATE-PAID,9(8),798,805,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX100,THIRD-PARTY-COPAYMENT-AMOUNT-PAID,S9(11)V99,806,818,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX101,THIRD-PARTY-COPAYMENT-DATE-PAID,9(8),819,826,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX102,DISPENSING-PRESCRIPTION-DRUG-PROV-NPI,X(10),827,836,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX103,DISPENSING-PRESCRIPTION-DRUG-PROV-TAXONOMY,X(12),837,848,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX104,HEALTH-HOME-PROVIDER-NPI,X(10),849,858,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX105,MEDICARE-BENEFICIARY-IDENTIFIER,X(12),859,870,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX106,STATE-NOTATION,X(500),871,1370,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX156,DISPENSING-PRESCRIPTION-DRUG-PROV-NUM,X(30),1371,1400,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX160,MEDICARE-COMB-DED-IND,X(1),1401,1401,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX161,PROV-LOCATION-ID,X(5),1402,1406,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX107,FILLER,X(44),1407,1450,CLAIMRX,CLAIM-HEADER-RECORD-RX-CRX00002
CRX108,RECORD-ID,X(8),1,8,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
CRX109,SUBMITTING-STATE,X(2),9,10,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
CRX110,RECORD-NUMBER,9(11),11,21,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
CRX111,MSIS-IDENTIFICATION-NUM,X(20),22,41,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
CRX112,ICN-ORIG,X(50),42,91,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
CRX113,ICN-ADJ,X(50),92,141,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
CRX114,LINE-NUM-ORIG,X(3),142,144,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
CRX115,LINE-NUM-ADJ,X(3),145,147,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
CRX116,LINE-ADJUSTMENT-IND,X(1),148,148,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
CRX117,LINE-ADJUSTMENT-REASON-CODE,X(3),149,151,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
CRX118,SUBMITTER-ID,X(12),152,163,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
CRX119,CLAIM-LINE-STATUS,X(3),164,166,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
CRX120,NATIONAL-DRUG-CODE,X(12),167,178,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
CRX121,BILLED-AMT,S9(11)V99,179,191,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
CRX122,ALLOWED-AMT,S9(11)V99,192,204,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
CRX123,COPAY-AMT,S9(5)V99,205,211,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
CRX124,TPL-AMT,S9(11)V99,212,224,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
CRX125,MEDICAID-PAID-AMT,S9(11)V99,225,237,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
CRX126,MEDICAID-FFS-EQUIVALENT-AMT,S9(11)V99,238,250,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
CRX127,MEDICARE-DEDUCTIBLE-AMT,S9(11)V99,251,263,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
CRX128,MEDICARE-COINS-AMT,S9(11)V99,264,276,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
CRX129,MEDICARE-PAID-AMT,S9(11)V99,277,289,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
CRX131,OT-RX-CLAIM-QUANTITY-ALLOWED,S9(6)V999,290,298,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
CRX132,OT-RX-CLAIM-QUANTITY-ACTUAL,S9(6)V999,299,307,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
CRX133,UNIT-OF-MEASURE,X(2),308,309,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
CRX134,TYPE-OF-SERVICE,X(3),310,312,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
CRX135,HCBS-SERVICE-CODE,X(1),313,313,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
CRX136,HCBS-TAXONOMY,X(5),314,318,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
CRX137,OTHER-TPL-COLLECTION,X(3),319,321,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
CRX138,DAYS-SUPPLY,S9(5),322,326,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
CRX139,NEW-REFILL-IND,X(2),327,328,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
CRX140,BRAND-GENERIC-IND,X(1),329,329,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
CRX141,DISPENSE-FEE,S9(6)V99,330,337,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
CRX142,PRESCRIPTION-NUM,X(12),338,349,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
CRX143,DRUG-UTILIZATION-CODE,X(6),350,355,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
CRX144,DTL-METRIC-DEC-QTY,S9(7)V999,356,365,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
CRX145,COMPOUND-DOSAGE-FORM,X(2),366,367,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
CRX146,REBATE-ELIGIBLE-INDICATOR,X(1),368,368,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
CRX147,IMMUNIZATION-TYPE,X(2),369,370,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
CRX148,BENEFIT-TYPE,X(3),371,373,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
CRX149,CMS-64-CATEGORY-FOR-FEDERAL-REIMBURSEMENT,X(2),374,375,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
CRX150,XIX-MBESCBES-CATEGORY-OF-SERVICE,X(4),376,379,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
CRX151,XXI-MBESCBES-CATEGORY-OF-SERVICE,X(3),380,382,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
CRX152,OTHER-INSURANCE-AMT,S9(11)V99,383,395,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
CRX153,STATE-NOTATION,X(500),396,895,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
CRX157,ADJUDICATION-DATE,9(8),896,903,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
CRX158,SELF-DIRECTION-TYPE,X(3),904,906,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
CRX159,PRE-AUTHORIZATION-NUM,X(18),907,924,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
CRX154,FILLER,X(526),925,1450,CLAIMRX,CLAIM-LINE-RECORD-RX-CRX00003
ELG001,RECORD-ID,X(8),1,8,ELIGIBLE,FILE-HEADER-RECORD-ELIGIBILITY-ELG00001
ELG002,DATA-DICTIONARY-VERSION,X(10),9,18,ELIGIBLE,FILE-HEADER-RECORD-ELIGIBILITY-ELG00001
ELG003,SUBMISSION-TRANSACTION-TYPE,X(1),19,19,ELIGIBLE,FILE-HEADER-RECORD-ELIGIBILITY-ELG00001
ELG004,FILE-ENCODING-SPECIFICATION,X(3),20,22,ELIGIBLE,FILE-HEADER-RECORD-ELIGIBILITY-ELG00001
ELG005,DATA-MAPPING-DOCUMENT-VERSION,X(9),23,31,ELIGIBLE,FILE-HEADER-RECORD-ELIGIBILITY-ELG00001
ELG006,FILE-NAME,X(8),32,39,ELIGIBLE,FILE-HEADER-RECORD-ELIGIBILITY-ELG00001
ELG007,SUBMITTING-STATE,X(2),40,41,ELIGIBLE,FILE-HEADER-RECORD-ELIGIBILITY-ELG00001
ELG008,DATE-FILE-CREATED,9(8),42,49,ELIGIBLE,FILE-HEADER-RECORD-ELIGIBILITY-ELG00001
ELG009,START-OF-TIME-PERIOD,9(8),50,57,ELIGIBLE,FILE-HEADER-RECORD-ELIGIBILITY-ELG00001
ELG010,END-OF-TIME-PERIOD,9(8),58,65,ELIGIBLE,FILE-HEADER-RECORD-ELIGIBILITY-ELG00001
ELG011,FILE-STATUS-INDICATOR,X(1),66,66,ELIGIBLE,FILE-HEADER-RECORD-ELIGIBILITY-ELG00001
ELG012,SSN-INDICATOR,X(1),67,67,ELIGIBLE,FILE-HEADER-RECORD-ELIGIBILITY-ELG00001
ELG013,TOT-REC-CNT,9(11),68,78,ELIGIBLE,FILE-HEADER-RECORD-ELIGIBILITY-ELG00001
