Sort Order,File Type,File Type - Summary,Measure ID,Measure ID Short,Non-claims Table,Claims_cat_type,Measure Name,Data_Element,Data Dictionary,DD Number,Size,Character / Numeric,Active Indicator
373,PRV,Non-claims,MIS-11-001-1,MIS11.1,PRV00002,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: DATE-OF-BIRTH (PRV00002),tmsis_prvdr_attr_mn.birth_dt,DATE-OF-BIRTH,PRV034,9(8),Numeric,Y
374,PRV,Non-claims,MIS-11-002-2,MIS11.2,PRV00002,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: DATE-OF-DEATH (PRV00002),tmsis_prvdr_attr_mn.death_dt,DATE-OF-DEATH,PRV035,9(8),Numeric,Y
375,PRV,Non-claims,MIS-11-003-3,MIS11.3,PRV00002,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: FACILITY-GROUP-INDIVIDUAL-CODE (PRV00002),tmsis_prvdr_attr_mn.fac_grp_indvdl_cd,FACILITY-GROUP-INDIVIDUAL-CODE,PRV026,X(2),Character,Y
376,PRV,Non-claims,MIS-11-004-4,MIS11.4,PRV00002,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-ATTRIBUTES-EFF-DATE (PRV00002),tmsis_prvdr_attr_mn.prvdr_attr_efctv_dt,PROV-ATTRIBUTES-EFF-DATE,PRV020,9(8),Numeric,Y
377,PRV,Non-claims,MIS-11-005-5,MIS11.5,PRV00002,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-ATTRIBUTES-END-DATE (PRV00002),tmsis_prvdr_attr_mn.prvdr_attr_end_dt,PROV-ATTRIBUTES-END-DATE,PRV021,9(8),Numeric,Y
378,PRV,Non-claims,MIS-11-006-6,MIS11.6,PRV00002,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-DOING-BUSINESS-AS-NAME (PRV00002),tmsis_prvdr_attr_mn.prvdr_dba_name,PROV-DOING-BUSINESS-AS-NAME,PRV022,X(100),Character,Y
379,PRV,Non-claims,MIS-11-007-7,MIS11.7,PRV00002,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-FIRST-NAME (PRV00002),tmsis_prvdr_attr_mn.prvdr_1st_name,PROV-FIRST-NAME,PRV028,X(30),Character,Y
380,PRV,Non-claims,MIS-11-008-8,MIS11.8,PRV00002,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-LAST-NAME (PRV00002),tmsis_prvdr_attr_mn.prvdr_last_name,PROV-LAST-NAME,PRV030,X(30),Character,Y
381,PRV,Non-claims,MIS-11-009-9,MIS11.9,PRV00002,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-LEGAL-NAME (PRV00002),tmsis_prvdr_attr_mn.prvdr_lgl_name,PROV-LEGAL-NAME,PRV023,X(100),Character,Y
382,PRV,Non-claims,MIS-11-010-10,MIS11.10,PRV00002,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-ORGANIZATION-NAME (PRV00002),tmsis_prvdr_attr_mn.prvdr_org_name,PROV-ORGANIZATION-NAME,PRV024,X(60),Character,Y
384,PRV,Non-claims,MIS-11-012-12,MIS11.12,PRV00003,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: ADDR-CITY (PRV00003),tmsis_prvdr_lctn_cntct.adr_city_name,ADDR-CITY,PRV050,X(28),Character,Y
385,PRV,Non-claims,MIS-11-013-13,MIS11.13,PRV00003,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: ADDR-COUNTY (PRV00003),tmsis_prvdr_lctn_cntct.adr_cnty_cd,ADDR-COUNTY,PRV057,X(3),Character,Y
386,PRV,Non-claims,MIS-11-014-14,MIS11.14,PRV00003,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: ADDR-EMAIL (PRV00003),tmsis_prvdr_lctn_cntct.email_adr,ADDR-EMAIL,PRV054,X(60),Character,Y
387,PRV,Non-claims,MIS-11-015-15,MIS11.15,PRV00003,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: ADDR-LN1 (PRV00003),tmsis_prvdr_lctn_cntct.adr_line_1_txt,ADDR-LN1,PRV047,X(60),Character,Y
388,PRV,Non-claims,MIS-11-016-16,MIS11.16,PRV00003,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: ADDR-STATE (PRV00003),tmsis_prvdr_lctn_cntct.adr_state_cd,ADDR-STATE,PRV051,X(2),Character,Y
389,PRV,Non-claims,MIS-11-017-17,MIS11.17,PRV00003,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: ADDR-TYPE (PRV00003),tmsis_prvdr_lctn_cntct.prvdr_adr_type_cd,ADDR-TYPE,PRV046,X(1),Character,Y
390,PRV,Non-claims,MIS-11-018-18,MIS11.18,PRV00003,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: ADDR-ZIP-CODE (PRV00003),tmsis_prvdr_lctn_cntct.adr_zip_cd,ADDR-ZIP-CODE,PRV052,X(9),Character,Y
391,PRV,Non-claims,MIS-11-019-19,MIS11.19,PRV00003,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-LOCATION-AND-CONTACT-INFO-EFF-DATE (PRV00003),tmsis_prvdr_lctn_cntct.prvdr_lctn_cntct_efctv_dt,PROV-LOCATION-AND-CONTACT-INFO-EFF-DATE,PRV044,9(8),Numeric,Y
392,PRV,Non-claims,MIS-11-020-20,MIS11.20,PRV00003,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-LOCATION-AND-CONTACT-INFO-END-DATE (PRV00003),tmsis_prvdr_lctn_cntct.prvdr_lctn_cntct_end_dt,PROV-LOCATION-AND-CONTACT-INFO-END-DATE,PRV045,9(8),Numeric,Y
393,PRV,Non-claims,MIS-11-021-21,MIS11.21,PRV00003,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-LOCATION-ID (PRV00003),tmsis_prvdr_lctn_cntct.prvdr_lctn_id,PROV-LOCATION-ID,PRV043,X(5),Character,Y
396,PRV,Non-claims,MIS-11-024-24,MIS11.24,PRV00004,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: LICENSE-ISSUING-ENTITY-ID (PRV00004),tmsis_prvdr_lcnsg.lcns_issg_ent_id_txt,LICENSE-ISSUING-ENTITY-ID,PRV068,X(60),Character,Y
397,PRV,Non-claims,MIS-11-025-25,MIS11.25,PRV00004,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: LICENSE-OR-ACCREDITATION-NUMBER (PRV00004),tmsis_prvdr_lcnsg.lcns_or_acrdtn_num,LICENSE-OR-ACCREDITATION-NUMBER,PRV069,X(20),Character,Y
398,PRV,Non-claims,MIS-11-026-26,MIS11.26,PRV00004,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: LICENSE-TYPE (PRV00004),tmsis_prvdr_lcnsg.lcns_type_cd,LICENSE-TYPE,PRV067,X(1),Character,Y
399,PRV,Non-claims,MIS-11-027-27,MIS11.27,PRV00004,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-LICENSE-EFF-DATE (PRV00004),tmsis_prvdr_lcnsg.prvdr_lcns_efctv_dt,PROV-LICENSE-EFF-DATE,PRV065,9(8),Numeric,Y
400,PRV,Non-claims,MIS-11-028-28,MIS11.28,PRV00004,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-LICENSE-END-DATE (PRV00004),tmsis_prvdr_lcnsg.prvdr_lcns_end_dt,PROV-LICENSE-END-DATE,PRV066,9(8),Numeric,Y
401,PRV,Non-claims,MIS-11-029-29,MIS11.29,PRV00004,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-LOCATION-ID (PRV00004),tmsis_prvdr_lcnsg.prvdr_lctn_id,PROV-LOCATION-ID,PRV064,X(5),Character,Y
403,PRV,Non-claims,MIS-11-031-31,MIS11.31,PRV00005,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-IDENTIFIER (PRV00005),tmsis_prvdr_id.prvdr_id,PROV-IDENTIFIER,PRV081,X(12),Character,Y
404,PRV,Non-claims,MIS-11-032-32,MIS11.32,PRV00005,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-IDENTIFIER-EFF-DATE (PRV00005),tmsis_prvdr_id.prvdr_id_efctv_dt,PROV-IDENTIFIER-EFF-DATE,PRV079,9(8),Numeric,Y
405,PRV,Non-claims,MIS-11-033-33,MIS11.33,PRV00005,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-IDENTIFIER-END-DATE (PRV00005),tmsis_prvdr_id.prvdr_id_end_dt,PROV-IDENTIFIER-END-DATE,PRV080,9(8),Numeric,Y
406,PRV,Non-claims,MIS-11-034-34,MIS11.34,PRV00005,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-IDENTIFIER-ISSUING-ENTITY-ID (PRV00005),tmsis_prvdr_id.prvdr_id_issg_ent_id_txt,PROV-IDENTIFIER-ISSUING-ENTITY-ID,PRV078,X(18),Character,Y
407,PRV,Non-claims,MIS-11-035-35,MIS11.35,PRV00005,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-IDENTIFIER-TYPE (PRV00005),tmsis_prvdr_id.prvdr_id_type_cd,PROV-IDENTIFIER-TYPE,PRV077,X(1),Character,Y
408,PRV,Non-claims,MIS-11-036-36,MIS11.36,PRV00005,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-LOCATION-ID (PRV00005),tmsis_prvdr_id.prvdr_lctn_id,PROV-LOCATION-ID,PRV076,X(5),Character,Y
410,PRV,Non-claims,MIS-11-038-38,MIS11.38,PRV00006,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-CLASSIFICATION-CODE (PRV00006),tmsis_prvdr_txnmy_clsfctn.prvdr_clsfctn_cd,PROV-CLASSIFICATION-CODE,PRV089,X(20),Character,Y
411,PRV,Non-claims,MIS-11-039-39,MIS11.39,PRV00006,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-CLASSIFICATION-TYPE (PRV00006),tmsis_prvdr_txnmy_clsfctn.prvdr_clsfctn_type_cd,PROV-CLASSIFICATION-TYPE,PRV088,X(1),Character,Y
412,PRV,Non-claims,MIS-11-040-40,MIS11.40,PRV00006,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-TAXONOMY-CLASSIFICATION-EFF-DATE (PRV00006),tmsis_prvdr_txnmy_clsfctn.prvdr_txnmy_clsfctn_efctv_dt,PROV-TAXONOMY-CLASSIFICATION-EFF-DATE,PRV090,9(8),Numeric,Y
413,PRV,Non-claims,MIS-11-041-41,MIS11.41,PRV00006,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-TAXONOMY-CLASSIFICATION-END-DATE (PRV00006),tmsis_prvdr_txnmy_clsfctn.prvdr_txnmy_clsfctn_end_dt,PROV-TAXONOMY-CLASSIFICATION-END-DATE,PRV091,9(8),Numeric,Y
415,PRV,Non-claims,MIS-11-043-43,MIS11.43,PRV00007,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-MEDICAID-EFF-DATE (PRV00007),tmsis_prvdr_mdcd_enrlmt.prvdr_mdcd_efctv_dt,PROV-MEDICAID-EFF-DATE,PRV098,9(8),Numeric,Y
416,PRV,Non-claims,MIS-11-044-44,MIS11.44,PRV00007,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-MEDICAID-END-DATE (PRV00007),tmsis_prvdr_mdcd_enrlmt.prvdr_mdcd_end_dt,PROV-MEDICAID-END-DATE,PRV099,9(8),Numeric,Y
417,PRV,Non-claims,MIS-11-045-45,MIS11.45,PRV00007,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-MEDICAID-ENROLLMENT-STATUS-CODE (PRV00007),tmsis_prvdr_mdcd_enrlmt.prvdr_mdcd_enrlmt_stus_cd,PROV-MEDICAID-ENROLLMENT-STATUS-CODE,PRV100,X(2),Character,Y
418,PRV,Non-claims,MIS-11-046-46,MIS11.46,PRV00007,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: STATE-PLAN-ENROLLMENT (PRV00007),tmsis_prvdr_mdcd_enrlmt.state_plan_enrlmt_cd,STATE-PLAN-ENROLLMENT,PRV101,X(1),Character,Y
420,PRV,Non-claims,MIS-11-048-48,MIS11.48,PRV00008,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-AFFILIATED-GROUP-EFF-DATE (PRV00008),tmsis_prvdr_afltd_grp.prvdr_afltd_grp_efctv_dt,PROV-AFFILIATED-GROUP-EFF-DATE,PRV111,9(8),Numeric,Y
422,PRV,Non-claims,MIS-11-050-50,MIS11.50,PRV00008,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: SUBMITTING-STATE-PROV-ID-OF-AFFILIATED-ENTITY (PRV00008),tmsis_prvdr_afltd_grp.submtg_state_afltd_prvdr_id,SUBMITTING-STATE-PROV-ID-OF-AFFILIATED-ENTITY,PRV110,X(12),Character,Y
423,PRV,Non-claims,MIS-11-051-51,MIS11.51,PRV00009,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: AFFILIATED-PROGRAM-ID (PRV00009),tmsis_prvdr_afltd_pgm.afltd_pgm_id,AFFILIATED-PROGRAM-ID,PRV120,X(50),Character,Y
424,PRV,Non-claims,MIS-11-052-52,MIS11.52,PRV00009,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: AFFILIATED-PROGRAM-TYPE (PRV00009),tmsis_prvdr_afltd_pgm.afltd_pgm_type_cd,AFFILIATED-PROGRAM-TYPE,PRV119,X(1),Character,Y
425,PRV,Non-claims,MIS-11-053-53,MIS11.53,PRV00009,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-AFFILIATED-PROGRAM-EFF-DATE (PRV00009),tmsis_prvdr_afltd_pgm.prvdr_afltd_pgm_efctv_dt,PROV-AFFILIATED-PROGRAM-EFF-DATE,PRV121,9(8),Numeric,Y
427,PRV,Non-claims,MIS-11-055-55,MIS11.55,PRV00010,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: BED-TYPE-CODE (PRV00010),tmsis_prvdr_bed_type.bed_type_cd,BED-TYPE-CODE,PRV134,X(1),Character,Y
428,PRV,Non-claims,MIS-11-056-56,MIS11.56,PRV00010,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: BED-TYPE-EFF-DATE (PRV00010),tmsis_prvdr_bed_type.bed_type_efctv_dt,BED-TYPE-EFF-DATE,PRV130,9(8),Numeric,Y
429,PRV,Non-claims,MIS-11-057-57,MIS11.57,PRV00010,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-LOCATION-ID (PRV00010),tmsis_prvdr_bed_type.prvdr_lctn_id,PROV-LOCATION-ID,PRV129,X(5),Character,Y
433,TPL,Non-claims,MIS-12-002-2,MIS12.2,TPL00002,,% distinct MSIS IDs with only missing values in any active segment: TPL-HEALTH-INSURANCE-COVERAGE-IND (TPL00002),tmsis_tpl_mdcd_prsn_mn.tpl_insrnc_cvrg_ind,TPL-HEALTH-INSURANCE-COVERAGE-IND,TPL020,X(1),Character,Y
434,TPL,Non-claims,MIS-12-003-3,MIS12.3,TPL00002,,% distinct MSIS IDs with only missing values in any active segment: TPL-OTHER-COVERAGE-IND (TPL00002),tmsis_tpl_mdcd_prsn_mn.tpl_othr_cvrg_ind,TPL-OTHER-COVERAGE-IND,TPL021,X(1),Character,Y
435,IP,Claims,MIS-2-39_1-57,MIS2.57,,AA,% missing: PAYMENT-LEVEL-IND (CIP00002),tmsis_clh_rec_ip.pymt_lvl_ind,PAYMENT-LEVEL-IND,CIP132,X(1),Character,Y
436,LT,Claims,MIS-4-032_1-44,MIS4.44,,AA,% missing: PAYMENT-LEVEL-IND (CLT00002),tmsis_clh_rec_lt.pymt_lvl_ind,PAYMENT-LEVEL-IND,CLT082,X(1),Character,Y
437,OT,Claims,MIS-6-024_1-35,MIS6.35,,AA,% missing: PAYMENT-LEVEL-IND (COT00002),tmsis_clh_rec_othr_toc.pymt_lvl_ind,PAYMENT-LEVEL-IND,COT068,X(1),Character,Y
438,OT,Claims,MIS-6-027_1-36,MIS6.36,,AA,% missing: TOT-BILLED-AMT (COT00002),tmsis_clh_rec_othr_toc.tot_bill_amt,TOT-BILLED-AMT,COT048,S9(11)V99,Numeric,Y
439,IP,Claims,MIS-13-001-1,MIS13.1,,W,% missing: TYPE-OF-CLAIM (CIP00002),tmsis_clh_rec_ip.clm_type_cd,TYPE-OF-CLAIM,CIP100,X(1),Character,Y
440,LT,Claims,MIS-15-001-1,MIS15.1,,W,% missing: TYPE-OF-CLAIM (CLT00002),tmsis_clh_rec_lt.clm_type_cd,TYPE-OF-CLAIM,CLT052,X(1),Character,Y
441,OT,Claims,MIS-17-001-1,MIS17.1,,W,% missing: TYPE-OF-CLAIM (COT00002),tmsis_clh_rec_othr_toc.clm_type_cd,TYPE-OF-CLAIM,COT037,X(1),Character,Y
442,RX,Claims,MIS-19-001-1,MIS19.1,,W,% missing: TYPE-OF-CLAIM (CRX00002),tmsis_clh_rec_rx.clm_type_cd,TYPE-OF-CLAIM,CRX029,X(1),Character,Y
443,IP,Claims,MIS-22-001-1,MIS22.1,,AH,% missing: CMS-64-CATEGORY-FOR-FEDERAL-REIMBURSEMENT (CIP00003),tmsis_cll_rec_ip.cms_64_fed_reimbrsmt_ctgry_cd,CMS-64-CATEGORY-FOR-FEDERAL-REIMBURSEMENT ,CIP269,X(2),Character,Y
444,LT,Claims,MIS-24-001-1,MIS24.1,,AH,% missing: CMS-64-CATEGORY-FOR-FEDERAL-REIMBURSEMENT (CLT00003),tmsis_cll_rec_lt.cms_64_fed_reimbrsmt_ctgry_cd,CMS-64-CATEGORY-FOR-FEDERAL-REIMBURSEMENT ,CLT219,X(2),Character,Y
445,OT,Claims,MIS-26-001-1,MIS26.1,,AH,% missing: CMS-64-CATEGORY-FOR-FEDERAL-REIMBURSEMENT (COT00003),tmsis_cll_rec_othr_toc.cms_64_fed_reimbrsmt_ctgry_cd,CMS-64-CATEGORY-FOR-FEDERAL-REIMBURSEMENT ,COT210,X(2),Character,Y
446,RX,Claims,MIS-28-001-1,MIS28.1,,AH,% missing: CMS-64-CATEGORY-FOR-FEDERAL-REIMBURSEMENT (CRX00003),tmsis_cll_rec_rx.cms_64_fed_reimbrsmt_ctgry_cd,CMS-64-CATEGORY-FOR-FEDERAL-REIMBURSEMENT ,CRX149,X(2),Character,Y
447,OT,Claims,MIS-29-001-1,MIS29.1,,AG,% missing: BEGINNING-DATE-OF-SERVICE (COT00002),tmsis_clh_rec_othr_toc.srvc_bgnng_dt,BEGINNING-DATE-OF-SERVICE,COT033,9(8),Numeric,Y
448,OT,Claims,MIS-29-002-2,MIS29.2,,AG,% missing: ENDING-DATE-OF-SERVICE (COT00002),tmsis_clh_rec_othr_toc.srvc_endg_dt,ENDING-DATE-OF-SERVICE,COT034,9(8),Numeric,Y
449,OT,Claims,MIS-30-001-1,MIS30.1,,AG,% missing: BEGINNING-DATE-OF-SERVICE (COT00003),tmsis_cll_rec_othr_toc.srvc_bgnng_dt,BEGINNING-DATE-OF-SERVICE,COT166,9(8),Numeric,Y
450,OT,Claims,MIS-30-002-2,MIS30.2,,AG,% missing: CMS-64-CATEGORY-FOR-FEDERAL-REIMBURSEMENT (COT00003),tmsis_cll_rec_othr_toc.cms_64_fed_reimbrsmt_ctgry_cd,CMS-64-CATEGORY-FOR-FEDERAL-REIMBURSEMENT ,COT210,X(2),Character,Y
451,OT,Claims,MIS-30-003-3,MIS30.3,,AG,% missing: ENDING-DATE-OF-SERVICE (COT00003),tmsis_cll_rec_othr_toc.srvc_endg_dt,ENDING-DATE-OF-SERVICE,COT167,9(8),Numeric,Y
452,LT,Claims,MIS-5-002-20,MIS5.20,,AA,% missing: BEGINNING-DATE-OF-SERVICE (CLT00003),tmsis_cll_rec_lt.srvc_bgnng_dt,BEGINNING-DATE-OF-SERVICE,CLT196,9(8),Numeric,Y
453,OT,Claims,MIS-7-002-32,MIS7.32,,AA,% missing: BEGINNING-DATE-OF-SERVICE (COT00003),tmsis_cll_rec_othr_toc.srvc_bgnng_dt,BEGINNING-DATE-OF-SERVICE,COT166,9(8),Numeric,Y
454,IP,Claims,MIS-2-032_1-58,MIS2.58,,AA,% missing: MEDICAID-PAID-DATE (CIP00002),tmsis_clh_rec_ip.mdcd_pd_dt,MEDICAID-PAID-DATE ,CIP099,9(8),Numeric,Y
455,LT,Claims,MIS-4-025_1-45,MIS4.45,,AA,% missing: MEDICAID-PAID-DATE (CLT00002),tmsis_clh_rec_lt.mdcd_pd_dt,MEDICAID-PAID-DATE ,CLT051,9(8),Numeric,Y
456,OT,Claims,MIS-6-21_1-37,MIS6.37,,AA,% missing: MEDICAID-PAID-DATE (COT00002),tmsis_clh_rec_othr_toc.mdcd_pd_dt,MEDICAID-PAID-DATE ,COT036,9(8),Numeric,Y
457,RX,Claims,MIS-8-15_1-34,MIS8.34,,AA,% missing: MEDICAID-PAID-DATE (CRX00002),tmsis_clh_rec_rx.mdcd_pd_dt,MEDICAID-PAID-DATE ,CRX028,9(8),Numeric,Y
466,IP,Claims,MIS-40-001-1,MIS40.1,,AM,% missing: XIX-MBESCBES-CATEGORY-OF-SERVICE (CIP00003),tmsis_cll_rec_ip.xix_srvc_ctgry_cd,XIX-MBESCBES-CATEGORY-OF-SERVICE ,CIP270,X(4),Character,Y
467,LT,Claims,MIS-42-001-1,MIS42.1,,AM,% missing: XIX-MBESCBES-CATEGORY-OF-SERVICE (CLT00003),tmsis_cll_rec_lt.xix_srvc_ctgry_cd,XIX-MBESCBES-CATEGORY-OF-SERVICE ,CLT224,X(4),Character,Y
468,OT,Claims,MIS-44-001-1,MIS44.1,,AM,% missing: XIX-MBESCBES-CATEGORY-OF-SERVICE (COT00003),tmsis_cll_rec_othr_toc.xix_srvc_ctgry_cd,XIX-MBESCBES-CATEGORY-OF-SERVICE ,COT211,X(4),Character,Y
469,RX,Claims,MIS-46-001-1,MIS46.1,,AM,% missing: XIX-MBESCBES-CATEGORY-OF-SERVICE (CRX00003),tmsis_cll_rec_rx.xix_srvc_ctgry_cd,XIX-MBESCBES-CATEGORY-OF-SERVICE ,CRX150,X(4),Character,Y
470,IP,Claims,MIS-48-001-1,MIS48.1,,AN,% missing: XXI-MBESCBES-CATEGORY-OF-SERVICE (CIP00003),tmsis_cll_rec_ip.xxi_srvc_ctgry_cd,XXI-MBESCBES-CATEGORY-OF-SERVICE ,CIP271,X(3),Character,Y
471,LT,Claims,MIS-50-001-1,MIS50.1,,AN,% missing: XXI-MBESCBES-CATEGORY-OF-SERVICE (CLT00003),tmsis_cll_rec_lt.xxi_srvc_ctgry_cd,XXI-MBESCBES-CATEGORY-OF-SERVICE ,CLT225,X(3),Character,Y
472,OT,Claims,MIS-52-001-1,MIS52.1,,AN,% missing: XXI-MBESCBES-CATEGORY-OF-SERVICE (COT00003),tmsis_cll_rec_othr_toc.xxi_srvc_ctgry_cd,XXI-MBESCBES-CATEGORY-OF-SERVICE ,COT212,X(3),Character,Y
473,RX,Claims,MIS-54-001-1,MIS54.1,,AN,% missing: XXI-MBESCBES-CATEGORY-OF-SERVICE (CRX00003),tmsis_cll_rec_rx.xxi_srvc_ctgry_cd,XXI-MBESCBES-CATEGORY-OF-SERVICE ,CRX151,X(3),Character,Y
474,IP,Claims,MIS-2-009_1-59,MIS2.59,,AA,% missing: BILLING-PROV-TAXONOMY (CIP00002),tmsis_clh_rec_ip.blg_prvdr_txnmy_cd ,BILLING-PROV-TAXONOMY,CIP181,X(12),Character,Y
475,LT,Claims,MIS-4-008_1-46,MIS4.46,,AA,% missing: BILLING-PROV-TAXONOMY (CLT00002),tmsis_clh_rec_lt.blg_prvdr_txnmy_cd ,BILLING-PROV-TAXONOMY,CLT132,X(12),Character,Y
476,OT,Claims,MIS-6-008_1-38,MIS6.38,,AA,% missing: BILLING-PROV-TAXONOMY (COT00002),tmsis_clh_rec_othr_toc.blg_prvdr_txnmy_cd ,BILLING-PROV-TAXONOMY,COT114,X(12),Character,Y
477,OT,Claims,MIS-6-027_2-39,MIS6.39,,AA,% missing: TOT-ALLOWED-AMT (COT00002),tmsis_clh_rec_othr_toc.tot_alowd_amt,TOT-ALLOWED-AMT,COT049,S9(11)V99,Numeric,Y
478,IP,Claims,MIS-3-001_1-18,MIS3.18,,AA,% missing: ALLOWED-AMT (CIP00003),tmsis_cll_rec_ip.alowd_amt,ALLOWED-AMT,CIP252,S9(11)V99,Numeric,Y
479,LT,Claims,MIS-5-001_1-21,MIS5.21,,AA,% missing: ALLOWED-AMT (CLT00003),tmsis_cll_rec_lt.alowd_amt,ALLOWED-AMT,CLT205,S9(11)V99,Numeric,Y
480,OT,Claims,MIS-7-001_1-33,MIS7.33,,AA,% missing: ALLOWED-AMT (COT00003),tmsis_cll_rec_othr_toc.alowd_amt,ALLOWED-AMT,COT175,S9(11)V99,Numeric,Y
481,RX,Claims,MIS-8-012_1-35,MIS8.35,,AA,% missing: DISPENSING-PRESCRIPTION-DRUG-PROV-NUM (CRX00002),tmsis_clh_rec_rx.dspnsng_pd_prvdr_num,DISPENSING-PRESCRIPTION-DRUG-PROV-NUM,CRX156,X(30),Character,Y
482,IP,Claims,MIS-2-004_1-60,MIS2.60,,AA,% missing: ADMITTING-PROV-NPI-NUM (CIP00002),tmsis_clh_rec_ip.admtg_prvdr_npi_num,ADMITTING-PROV-NPI-NUM,CIP184,X(10),Character,Y
483,LT,Claims,MIS-4-002-2,MIS4.2,,AA,% missing: ADMITTING-PROV-NPI-NUM (CLT00002),tmsis_clh_rec_lt.admtg_prvdr_npi_num,ADMITTING-PROV-NPI-NUM,CLT174,X(10),Character,Y
484,IP,Claims,MIS-2-004_2-61,MIS2.61,,AA,% missing: ADMITTING-PROV-NUM (CIP00002),tmsis_clh_rec_ip.admtg_prvdr_num,ADMITTING-PROV-NUM,CIP185,X(30),Character,Y
485,LT,Claims,MIS-4-002_1-47,MIS4.47,,AA,% missing: ADMITTING-PROV-NUM (CLT00002),tmsis_clh_rec_lt.admtg_prvdr_num,ADMITTING-PROV-NUM,CLT175,X(30),Character,Y
486,IP,Claims,MIS-2-047_1-62,MIS2.62,,AA,% missing: REFERRING-PROV-NPI-NUM (CIP00002),tmsis_clh_rec_ip.rfrg_prvdr_npi_num,REFERRING-PROV-NPI-NUM,CIP190,X(10),Character,Y
487,LT,Claims,MIS-4-034_1-48,MIS4.48,,AA,% missing: REFERRING-PROV-NPI-NUM (CLT00002),tmsis_clh_rec_lt.rfrg_prvdr_npi_num,REFERRING-PROV-NPI-NUM,CLT136,X(10),Character,Y
488,OT,Claims,MIS-6-027_3-40,MIS6.40,,AA,% missing: REFERRING-PROV-NPI-NUM (COT00002),tmsis_clh_rec_othr_toc.rfrg_prvdr_npi_num,REFERRING-PROV-NPI-NUM,COT118,X(10),Character,Y
489,IP,Claims,MIS-2-047_2-63,MIS2.63,,AA,% missing: REFERRING-PROV-NUM (CIP00002),tmsis_clh_rec_ip.rfrg_prvdr_num,REFERRING-PROV-NUM,CIP189,X(30),Character,Y
